time_s,VDD,V_Boost,VREF_2V048,VREF_1V024,Vm_Int,AP,Spike_Out
0.000925999825,0.571864526,0.551057261,0.331261716,0.551242865,0.00945900225,0.178895006,0.000217225854
0.000926,0.571864726,0.551057457,0.331261878,0.551243064,0.00945900751,0.178895091,0.00021722593
0.000926000035,0.571864766,0.551057497,0.33126191,0.551243104,0.00945900857,0.178895109,0.000217225945
0.000926000105,0.571864846,0.551057575,0.331261975,0.551243184,0.00945901067,0.178895143,0.000217225976
0.000926000245,0.571865006,0.551057733,0.331262104,0.551243343,0.00945901488,0.178895211,0.000217226036
0.000926000525,0.571865325,0.551058047,0.331262362,0.551243663,0.00945902329,0.178895348,0.000217226158
0.000926001085,0.571865964,0.551058677,0.33126288,0.551244301,0.00945904013,0.178895622,0.0002172264
0.000926002205,0.571867242,0.551059935,0.331263914,0.551245577,0.00945907379,0.17889617,0.000217226886
0.000926004445,0.571869797,0.551062453,0.331265983,0.55124813,0.00945914112,0.178897265,0.000217227857
0.000926008925,0.571874909,0.551067487,0.33127012,0.551253235,0.00945927579,0.178899455,0.000217229798
0.000926017885,0.571885131,0.551077557,0.331278394,0.551263446,0.00945954512,0.178903836,0.000217233681
0.000926035805,0.571905576,0.551097696,0.331294944,0.551283869,0.0094600838,0.178912598,0.000217241447
0.000926071645,0.571946468,0.551137976,0.331328044,0.551324715,0.00946116121,0.178930123,0.00021725698
0.000926143325,0.572028255,0.551218539,0.331394248,0.55140641,0.00946331628,0.178965176,0.000217288047
0.000926286685,0.572191843,0.551379679,0.331526673,0.551569815,0.00946762739,0.179035295,0.000217350187
0.000926573405,0.572519077,0.551702019,0.331791589,0.551896684,0.00947625348,0.179175584,0.000217474489
0.000926998,0.573003812,0.552179508,0.332184059,0.552380877,0.00948903704,0.179383457,0.000217658618
0.00092699805,0.57300387,0.552179564,0.332184105,0.552380934,0.00948903855,0.179383482,0.00021765864
0.00092699815,0.573003984,0.552179677,0.332184198,0.552381048,0.00948904156,0.179383531,0.000217658684
0.000926998325,0.573004184,0.552179874,0.33218436,0.552381248,0.00948904683,0.179383617,0.000217658759
0.0009269985,0.573004383,0.55218007,0.332184521,0.552381447,0.0094890521,0.179383702,0.000217658835
0.000926998535,0.573004423,0.55218011,0.332184554,0.552381487,0.00948905316,0.179383719,0.00021765885
0.000926998605,0.573004503,0.552180189,0.332184618,0.552381567,0.00948905527,0.179383754,0.000217658881
0.000926998745,0.573004663,0.552180346,0.332184748,0.552381727,0.00948905948,0.179383822,0.000217658942
0.000926999025,0.573004983,0.552180661,0.332185007,0.552382046,0.00948906792,0.179383959,0.000217659063
0.0009269995,0.573005525,0.552181195,0.332185446,0.552382588,0.00948908223,0.179384192,0.000217659269
0.00092699955,0.573005582,0.552181251,0.332185492,0.552382645,0.00948908373,0.179384217,0.000217659291
0.00092699965,0.573005696,0.552181364,0.332185585,0.552382759,0.00948908674,0.179384266,0.000217659334
0.000926999825,0.573005896,0.552181561,0.332185746,0.552382958,0.00948909201,0.179384351,0.00021765941
0.000927,0.573006096,0.552181758,0.332185908,0.552383158,0.00948909729,0.179384437,0.000217659486
0.000927000035,0.573006136,0.552181797,0.332185941,0.552383198,0.00948909834,0.179384454,0.000217659501
0.000927000105,0.573006216,0.552181876,0.332186005,0.552383278,0.00948910045,0.179384488,0.000217659531
0.000927000245,0.573006376,0.552182033,0.332186135,0.552383437,0.00948910467,0.179384557,0.000217659592
0.000927000525,0.573006696,0.552182348,0.332186394,0.552383757,0.0094891131,0.179384694,0.000217659714
0.000927001085,0.573007335,0.552182978,0.332186911,0.552384396,0.00948912997,0.179384968,0.000217659957
0.000927002205,0.573008614,0.552184238,0.332187947,0.552385673,0.0094891637,0.179385517,0.000217660442
0.000927004445,0.573011172,0.552186757,0.332190018,0.552388228,0.00948923118,0.179386614,0.000217661414
0.000927008925,0.573016287,0.552191796,0.33219416,0.552393338,0.00948936612,0.179388808,0.000217663357
0.000927017885,0.573026518,0.552201874,0.332202444,0.552403557,0.00948963601,0.179393196,0.000217667243
0.000927035805,0.57304698,0.552222031,0.332219013,0.552423997,0.00949017581,0.179401973,0.000217675016
0.000927071645,0.573087906,0.552262345,0.332252152,0.552464876,0.00949125547,0.179419528,0.000217690562
0.000927143325,0.573169761,0.552342976,0.332318434,0.55254664,0.00949341504,0.17945464,0.000217721655
0.000927286685,0.573333485,0.552504254,0.332451014,0.552710181,0.00949773513,0.179524877,0.000217783846
0.000927573405,0.573660992,0.55282687,0.33271624,0.553037321,0.00950637918,0.179665402,0.000217908252
0.000927998,0.57414613,0.553304765,0.33310917,0.553521917,0.00951918936,0.179873625,0.000218092534
0.00092799805,0.574146187,0.553304821,0.333109216,0.553521975,0.00951919087,0.17987365,0.000218092556
0.00092799815,0.574146302,0.553304934,0.333109309,0.553522089,0.00951919388,0.179873699,0.000218092599
0.000927998325,0.574146502,0.553305131,0.333109471,0.553522288,0.00951919917,0.179873785,0.000218092675
0.0009279985,0.574146702,0.553305328,0.333109633,0.553522488,0.00951920445,0.179873871,0.000218092751
0.000927998535,0.574146742,0.553305367,0.333109665,0.553522528,0.00951920551,0.179873888,0.000218092766
0.000927998605,0.574146822,0.553305446,0.33310973,0.553522608,0.00951920762,0.179873922,0.000218092797
0.000927998745,0.574146982,0.553305604,0.33310986,0.553522768,0.00951921184,0.179873991,0.000218092858
0.000927999025,0.574147302,0.553305919,0.333110119,0.553523087,0.0095192203,0.179874128,0.000218092979
0.0009279995,0.574147844,0.553306454,0.333110559,0.55352363,0.00951923463,0.179874361,0.000218093185
0.00092799955,0.574147902,0.55330651,0.333110605,0.553523687,0.00951923614,0.179874386,0.000218093207
0.00092799965,0.574148016,0.553306623,0.333110697,0.553523801,0.00951923916,0.179874435,0.00021809325
0.000927999825,0.574148216,0.55330682,0.333110859,0.553524001,0.00951924444,0.179874521,0.000218093326
0.000928,0.574148416,0.553307017,0.333111021,0.5535242,0.00951924973,0.179874606,0.000218093402
0.000928000035,0.574148456,0.553307056,0.333111054,0.55352424,0.00951925078,0.179874624,0.000218093418
0.000928000105,0.574148536,0.553307135,0.333111119,0.55352432,0.00951925289,0.179874658,0.000218093448
0.000928000245,0.574148696,0.553307292,0.333111248,0.55352448,0.00951925712,0.179874727,0.000218093509
0.000928000525,0.574149016,0.553307608,0.333111507,0.5535248,0.00951926557,0.179874864,0.00021809363
0.000928001085,0.574149656,0.553308238,0.333112026,0.553525439,0.00951928247,0.179875139,0.000218093873
0.000928002205,0.574150936,0.553309499,0.333113062,0.553526718,0.00951931628,0.179875688,0.00021809436
0.000928004445,0.574153495,0.553312021,0.333115136,0.553529275,0.00951938389,0.179876787,0.000218095332
0.000928008925,0.574158615,0.553317064,0.333119283,0.553534389,0.00951951912,0.179878985,0.000218097277
0.000928017885,0.574168855,0.553327151,0.333127577,0.553544617,0.00951978957,0.179883381,0.000218101166
0.000928035805,0.574189334,0.553347324,0.333144165,0.553565073,0.0095203305,0.179892172,0.000218108945
0.000928071645,0.574230294,0.553387673,0.333177343,0.553605987,0.0095214124,0.179909756,0.000218124504
0.000928143325,0.574312217,0.553468373,0.333243702,0.553687818,0.00952357646,0.179944927,0.000218155623
0.000928286685,0.574476077,0.553629788,0.333376437,0.553851495,0.00952790554,0.180015283,0.000218217866
0.000928573405,0.574803856,0.553952678,0.333641974,0.554178908,0.00953656758,0.180156044,0.000218342375
0.000928998,0.575289397,0.554430981,0.334035363,0.554663906,0.0095494044,0.180364617,0.00021852681
0.00092899805,0.575289454,0.554431037,0.334035409,0.554663963,0.00954940591,0.180364642,0.000218526832
0.00092899815,0.575289569,0.55443115,0.334035502,0.554664077,0.00954940893,0.180364691,0.000218526876
0.000928998325,0.575289769,0.554431347,0.334035664,0.554664277,0.00954941423,0.180364777,0.000218526952
0.0009289985,0.575289969,0.554431544,0.334035826,0.554664477,0.00954941952,0.180364863,0.000218527028
0.000928998535,0.575290009,0.554431583,0.334035858,0.554664517,0.00954942058,0.18036488,0.000218527043
0.000928998605,0.575290089,0.554431662,0.334035923,0.554664597,0.00954942269,0.180364915,0.000218527073
0.000928998745,0.575290249,0.55443182,0.334036053,0.554664757,0.00954942693,0.180364983,0.000218527134
0.000928999025,0.575290569,0.554432136,0.334036313,0.554665077,0.0095494354,0.180365121,0.000218527256
0.0009289995,0.575291113,0.554432671,0.334036753,0.55466562,0.00954944977,0.180365354,0.000218527462
0.00092899955,0.57529117,0.554432727,0.334036799,0.554665677,0.00954945128,0.180365379,0.000218527484
0.00092899965,0.575291284,0.55443284,0.334036892,0.554665791,0.0095494543,0.180365428,0.000218527527
0.000928999825,0.575291484,0.554433037,0.334037054,0.554665991,0.0095494596,0.180365514,0.000218527603
0.000929,0.575291685,0.554433234,0.334037216,0.554666191,0.00954946489,0.1803656,0.000218527679
0.000929000035,0.575291725,0.554433273,0.334037249,0.554666231,0.00954946595,0.180365617,0.000218527694
0.000929000105,0.575291805,0.554433352,0.334037313,0.554666311,0.00954946806,0.180365652,0.000218527725
0.000929000245,0.575291965,0.55443351,0.334037443,0.554666471,0.0095494723,0.18036572,0.000218527786
0.000929000525,0.575292285,0.554433826,0.334037703,0.554666791,0.00954948077,0.180365858,0.000218527907
0.000929001085,0.575292925,0.554434457,0.334038222,0.554667431,0.00954949771,0.180366133,0.000218528151
0.000929002205,0.575294206,0.554435718,0.33403926,0.55466871,0.00954953158,0.180366684,0.000218528637
0.000929004445,0.575296768,0.554438242,0.334041336,0.554671269,0.00954959933,0.180367784,0.00021852961
0.000929008925,0.575301892,0.55444329,0.334045487,0.554676387,0.00954973484,0.180369986,0.000218531557
0.000929017885,0.575312141,0.554453385,0.334053791,0.554686624,0.00955000586,0.180374389,0.00021853545
0.000929035805,0.575332637,0.554473576,0.334070399,0.554707097,0.00955054791,0.180383195,0.000218543235
0.000929071645,0.57537363,0.554513959,0.334103615,0.554748045,0.00955163206,0.180400809,0.000218558807
0.000929143325,0.575455621,0.554594728,0.334170052,0.554829944,0.00955380062,0.180436039,0.000218589952
0.000929286685,0.575619617,0.55475628,0.334302942,0.554993757,0.0095581387,0.180506513,0.000218652246
0.000929573405,0.575947668,0.555079445,0.334568789,0.555321441,0.00956681873,0.18064751,0.000218776858
0.000929998,0.576433612,0.555558154,0.334962636,0.555806842,0.00957968221,0.180856434,0.000218961447
0.00092999805,0.57643367,0.55555821,0.334962683,0.555806899,0.00957968373,0.180856459,0.000218961469
0.00092999815,0.576433784,0.555558323,0.334962776,0.555807014,0.00957968676,0.180856508,0.000218961512
0.000929998325,0.576433984,0.55555852,0.334962938,0.555807214,0.00957969206,0.180856594,0.000218961588
0.0009299985,0.576434185,0.555558718,0.3349631,0.555807414,0.00957969737,0.180856681,0.000218961664
0.000929998535,0.576434225,0.555558757,0.334963133,0.555807454,0.00957969843,0.180856698,0.00021896168
0.000929998605,0.576434305,0.555558836,0.334963198,0.555807534,0.00957970055,0.180856732,0.00021896171
0.000929998745,0.576434465,0.555558994,0.334963328,0.555807694,0.0095797048,0.180856801,0.000218961771
0.000929999025,0.576434786,0.55555931,0.334963587,0.555808014,0.00957971328,0.180856939,0.000218961893
0.0009299995,0.576435329,0.555559845,0.334964028,0.555808557,0.00957972768,0.180857173,0.000218962099
0.00092999955,0.576435387,0.555559902,0.334964075,0.555808614,0.00957972919,0.180857197,0.000218962121
0.00092999965,0.576435501,0.555560015,0.334964167,0.555808729,0.00957973222,0.180857247,0.000218962164
0.000929999825,0.576435702,0.555560212,0.33496433,0.555808929,0.00957973753,0.180857333,0.00021896224
0.00093,0.576435902,0.555560409,0.334964492,0.555809129,0.00957974283,0.180857419,0.000218962317
0.000930000035,0.576435942,0.555560449,0.334964525,0.555809169,0.00957974389,0.180857436,0.000218962332
0.000930000105,0.576436022,0.555560528,0.334964589,0.555809249,0.00957974601,0.180857471,0.000218962362
0.000930000245,0.576436182,0.555560685,0.334964719,0.555809409,0.00957975026,0.180857539,0.000218962423
0.000930000525,0.576436503,0.555561001,0.334964979,0.555809729,0.00957975875,0.180857677,0.000218962545
0.000930001085,0.576437144,0.555561633,0.334965499,0.55581037,0.00957977572,0.180857953,0.000218962788
0.000930002205,0.576438426,0.555562896,0.334966538,0.55581165,0.00957980967,0.180858504,0.000218963275
0.000930004445,0.57644099,0.555565422,0.334968616,0.555814211,0.00957987756,0.180859607,0.000218964249
0.000930008925,0.576446118,0.555570474,0.334972773,0.555819334,0.00958001335,0.180861812,0.000218966197
0.000930017885,0.576456375,0.555580577,0.334981086,0.555829579,0.00958028493,0.180866223,0.000218970093
0.000930035805,0.576476888,0.555600785,0.334997713,0.555850069,0.0095808281,0.180875044,0.000218977885
0.000930071645,0.576517916,0.555641202,0.335030968,0.555891051,0.00958191451,0.180892687,0.00021899347
0.000930143325,0.576599974,0.55572204,0.335097482,0.555973018,0.00958408757,0.180927976,0.00021902464
0.000930286685,0.576764107,0.55588373,0.335230527,0.556136967,0.00958843465,0.180998568,0.000219086987
0.000930573405,0.577092429,0.556207169,0.335496684,0.556464923,0.0095971327,0.181139803,0.000219211702
0.000930998,0.577578776,0.556686284,0.335890991,0.556950725,0.00961002287,0.181349077,0.000219396444
0.00093099805,0.577578833,0.556686341,0.335891037,0.556950783,0.00961002439,0.181349102,0.000219396465
0.00093099815,0.577578948,0.556686454,0.33589113,0.556950897,0.00961002743,0.181349151,0.000219396509
0.000930998325,0.577579148,0.556686651,0.335891293,0.556951097,0.00961003274,0.181349237,0.000219396585
0.0009309985,0.577579349,0.556686849,0.335891455,0.556951297,0.00961003806,0.181349324,0.000219396661
0.000930998535,0.577579389,0.556686888,0.335891488,0.556951338,0.00961003912,0.181349341,0.000219396676
0.000930998605,0.577579469,0.556686967,0.335891553,0.556951418,0.00961004125,0.181349375,0.000219396707
0.000930998745,0.577579629,0.556687125,0.335891683,0.556951578,0.0096100455,0.181349444,0.000219396768
0.000930999025,0.57757995,0.556687441,0.335891943,0.556951898,0.00961005401,0.181349582,0.00021939689
0.0009309995,0.577580494,0.556687977,0.335892384,0.556952442,0.00961006843,0.181349817,0.000219397096
0.00093099955,0.577580552,0.556688034,0.33589243,0.556952499,0.00961006995,0.181349841,0.000219397118
0.00093099965,0.577580666,0.556688147,0.335892523,0.556952613,0.00961007299,0.181349891,0.000219397162
0.000930999825,0.577580867,0.556688344,0.335892686,0.556952814,0.0096100783,0.181349977,0.000219397238
0.000931,0.577581067,0.556688542,0.335892848,0.556953014,0.00961008362,0.181350063,0.000219397314
0.000931000035,0.577581107,0.556688581,0.335892881,0.556953054,0.00961008468,0.18135008,0.000219397329
0.000931000105,0.577581188,0.55668866,0.335892946,0.556953134,0.00961008681,0.181350115,0.00021939736
0.000931000245,0.577581348,0.556688818,0.335893076,0.556953294,0.00961009106,0.181350184,0.000219397421
0.000931000525,0.577581669,0.556689134,0.335893336,0.556953615,0.00961009956,0.181350322,0.000219397542
0.000931001085,0.57758231,0.556689766,0.335893856,0.556954256,0.00961011657,0.181350598,0.000219397786
0.000931002205,0.577583593,0.55669103,0.335894897,0.556955537,0.00961015059,0.18135115,0.000219398274
0.000931004445,0.57758616,0.556693558,0.335896977,0.556958101,0.00961021862,0.181352255,0.000219399248
0.000931008925,0.577591292,0.556698615,0.335901139,0.556963227,0.00961035469,0.181354464,0.000219401198
0.000931017885,0.577601557,0.556708727,0.335909462,0.556973481,0.00961062684,0.181358882,0.000219405097
0.000931035805,0.577622087,0.556728952,0.335926108,0.556993988,0.00961117114,0.181367718,0.000219412896
0.000931071645,0.577663149,0.556769403,0.335959402,0.557035004,0.0096122598,0.18138539,0.000219428493
0.000931143325,0.577745276,0.55685031,0.336025994,0.557117039,0.00961443736,0.181420739,0.000219459689
0.000931286685,0.577909544,0.557012137,0.336159193,0.557281123,0.00961879346,0.181491449,0.000219522088
0.000931573405,0.578238138,0.55733585,0.33642566,0.55760935,0.00962750954,0.181632921,0.000219646906
0.000931998,0.578724887,0.557815372,0.336820425,0.558095555,0.00964042643,0.181842546,0.0002198318
0.00093199805,0.578724944,0.557815428,0.336820471,0.558095612,0.00964042795,0.181842571,0.000219831822
0.00093199815,0.578725059,0.557815541,0.336820564,0.558095727,0.009640431,0.18184262,0.000219831866
0.000931998325,0.57872526,0.557815739,0.336820727,0.558095927,0.00964043632,0.181842707,0.000219831942
0.0009319985,0.57872546,0.557815937,0.33682089,0.558096128,0.00964044165,0.181842793,0.000219832018
0.000931998535,0.5787255,0.557815976,0.336820922,0.558096168,0.00964044271,0.181842811,0.000219832033
0.000931998605,0.578725581,0.557816055,0.336820987,0.558096248,0.00964044484,0.181842845,0.000219832064
0.000931998745,0.578725741,0.557816213,0.336821117,0.558096408,0.0096404491,0.181842914,0.000219832125
0.000931999025,0.578726062,0.55781653,0.336821378,0.558096729,0.00964045763,0.181843053,0.000219832247
0.0009319995,0.578726607,0.557817066,0.33682182,0.558097273,0.00964047208,0.181843287,0.000219832454
0.00093199955,0.578726664,0.557817123,0.336821866,0.55809733,0.0096404736,0.181843312,0.000219832475
0.00093199965,0.578726779,0.557817236,0.336821959,0.558097445,0.00964047665,0.181843361,0.000219832519
0.000931999825,0.57872698,0.557817433,0.336822122,0.558097645,0.00964048197,0.181843448,0.000219832595
0.000932,0.57872718,0.557817631,0.336822285,0.558097846,0.0096404873,0.181843534,0.000219832671
0.000932000035,0.57872722,0.55781767,0.336822317,0.558097886,0.00964048837,0.181843551,0.000219832687
0.000932000105,0.578727301,0.557817749,0.336822382,0.558097966,0.00964049049,0.181843586,0.000219832717
0.000932000245,0.578727461,0.557817908,0.336822512,0.558098126,0.00964049476,0.181843655,0.000219832778
0.000932000525,0.578727782,0.557818224,0.336822773,0.558098447,0.00964050328,0.181843793,0.0002198329
0.000932001085,0.578728424,0.557818856,0.336823294,0.558099088,0.00964052032,0.18184407,0.000219833144
0.000932002205,0.578729708,0.557820122,0.336824335,0.558100371,0.00964055441,0.181844623,0.000219833632
0.000932004445,0.578732277,0.557822652,0.336826418,0.558102936,0.00964062259,0.181845729,0.000219834607
0.000932008925,0.578737414,0.557827712,0.336830585,0.558108067,0.00964075894,0.181847942,0.000219836558
0.000932017885,0.578747687,0.557837833,0.336838917,0.55811833,0.00964103164,0.181852367,0.000219840461
0.000932035805,0.578768234,0.557858076,0.336855583,0.558138854,0.00964157707,0.181861218,0.000219848266
0.000932071645,0.57880933,0.557898561,0.336888915,0.558179903,0.00964266799,0.181878921,0.000219863876
0.000932143325,0.578891524,0.557979536,0.336955584,0.558262006,0.00964485006,0.181914329,0.000219895098
0.000932286685,0.579055928,0.5581415,0.337088939,0.558426226,0.00964921519,0.181985157,0.000219957548
0.000932573405,0.579384794,0.558465488,0.337355715,0.558754725,0.00965794932,0.182126866,0.00022008247
0.000932998,0.579871945,0.558945415,0.337750938,0.559241331,0.00967089294,0.182336843,0.000220267517
0.00093299805,0.579872003,0.558945472,0.337750984,0.559241388,0.00967089447,0.182336867,0.000220267538
0.00093299815,0.579872117,0.558945585,0.337751077,0.559241503,0.00967089752,0.182336917,0.000220267582
0.000932998325,0.579872318,0.558945783,0.33775124,0.559241703,0.00967090285,0.182337003,0.000220267658
0.0009329985,0.579872519,0.558945981,0.337751403,0.559241904,0.00967090819,0.18233709,0.000220267734
0.000932998535,0.579872559,0.55894602,0.337751436,0.559241944,0.00967090926,0.182337107,0.00022026775
0.000932998605,0.579872639,0.558946099,0.337751501,0.559242024,0.0096709114,0.182337142,0.00022026778
0.000932998745,0.5798728,0.558946258,0.337751631,0.559242185,0.00967091566,0.182337211,0.000220267841
0.000932999025,0.579873121,0.558946574,0.337751892,0.559242506,0.0096709242,0.18233735,0.000220267963
0.0009329995,0.579873666,0.558947111,0.337752334,0.55924305,0.00967093869,0.182337585,0.00022026817
0.00093299955,0.579873724,0.558947168,0.337752381,0.559243107,0.00967094022,0.182337609,0.000220268192
0.00093299965,0.579873839,0.558947281,0.337752474,0.559243222,0.00967094326,0.182337659,0.000220268236
0.000932999825,0.579874039,0.558947478,0.337752637,0.559243423,0.0096709486,0.182337746,0.000220268312
0.000933,0.57987424,0.558947676,0.3377528,0.559243623,0.00967095394,0.182337832,0.000220268388
0.000933000035,0.57987428,0.558947716,0.337752832,0.559243663,0.00967095501,0.182337849,0.000220268404
0.000933000105,0.579874361,0.558947795,0.337752898,0.559243744,0.00967095714,0.182337884,0.000220268434
0.000933000245,0.579874521,0.558947953,0.337753028,0.559243904,0.00967096141,0.182337953,0.000220268495
0.000933000525,0.579874843,0.55894827,0.337753289,0.559244225,0.00967096995,0.182338092,0.000220268617
0.000933001085,0.579875485,0.558948903,0.33775381,0.559244867,0.00967098703,0.182338369,0.000220268861
0.000933002205,0.57987677,0.558950169,0.337754853,0.559246151,0.00967102119,0.182338923,0.000220269349
0.000933004445,0.579879341,0.558952701,0.337756938,0.559248718,0.0096710895,0.182340031,0.000220270326
0.000933008925,0.579884482,0.558957766,0.337761109,0.559253854,0.00967122614,0.182342247,0.000220272279
0.000933017885,0.579894764,0.558967896,0.337769452,0.559264124,0.00967149941,0.18234668,0.000220276184
0.000933035805,0.579915328,0.558988155,0.337786137,0.559284665,0.00967204597,0.182355546,0.000220283996
0.000933071645,0.579956458,0.559028675,0.337819508,0.559325749,0.00967313914,0.182373278,0.000220299619
0.000933143325,0.58003872,0.559109718,0.337886254,0.559407919,0.00967532573,0.182408745,0.000220330867
0.000933286685,0.58020326,0.55927182,0.338019763,0.559572275,0.00967969989,0.182479692,0.000220393368
0.000933573405,0.580532397,0.559596081,0.338286848,0.559901044,0.00968845208,0.182621638,0.000220518393
0.000933998,0.58101995,0.560076414,0.338682529,0.560388052,0.00970142247,0.182831967,0.000220703592
0.00093399805,0.581020007,0.560076471,0.338682576,0.560388109,0.009701424,0.182831991,0.000220703614
0.00093399815,0.581020122,0.560076584,0.338682669,0.560388224,0.00970142705,0.182832041,0.000220703658
0.000933998325,0.581020323,0.560076782,0.338682832,0.560388425,0.0097014324,0.182832128,0.000220703734
0.0009339985,0.581020524,0.56007698,0.338682995,0.560388626,0.00970143775,0.182832214,0.000220703811
0.000933998535,0.581020564,0.56007702,0.338683028,0.560388666,0.00970143882,0.182832232,0.000220703826
0.000933998605,0.581020645,0.560077099,0.338683093,0.560388746,0.00970144096,0.182832267,0.000220703856
0.000933998745,0.581020805,0.560077257,0.338683224,0.560388907,0.00970144524,0.182832336,0.000220703917
0.000933999025,0.581021127,0.560077574,0.338683485,0.560389228,0.00970145379,0.182832475,0.00022070404
0.0009339995,0.581021672,0.560078112,0.338683927,0.560389773,0.00970146831,0.18283271,0.000220704247
0.00093399955,0.58102173,0.560078168,0.338683974,0.56038983,0.00970146984,0.182832735,0.000220704269
0.00093399965,0.581021845,0.560078281,0.338684067,0.560389945,0.00970147289,0.182832784,0.000220704312
0.000933999825,0.581022046,0.560078479,0.33868423,0.560390146,0.00970147824,0.182832871,0.000220704389
0.000934,0.581022247,0.560078677,0.338684393,0.560390346,0.00970148359,0.182832958,0.000220704465
0.000934000035,0.581022287,0.560078717,0.338684426,0.560390386,0.00970148466,0.182832975,0.00022070448
0.000934000105,0.581022367,0.560078796,0.338684491,0.560390467,0.0097014868,0.18283301,0.000220704511
0.000934000245,0.581022528,0.560078955,0.338684622,0.560390627,0.00970149108,0.182833079,0.000220704572
0.000934000525,0.58102285,0.560079271,0.338684883,0.560390949,0.00970149964,0.182833218,0.000220704694
0.000934001085,0.581023493,0.560079905,0.338685405,0.560391591,0.00970151675,0.182833495,0.000220704938
0.000934002205,0.581024779,0.560081172,0.338686449,0.560392876,0.00970155098,0.18283405,0.000220705427
0.000934004445,0.581027352,0.560083707,0.338688537,0.560395446,0.00970161944,0.18283516,0.000220706404
0.000934008925,0.581032497,0.560088776,0.338692713,0.560400585,0.00970175635,0.182837381,0.000220708359
0.000934017885,0.581042787,0.560098914,0.338701065,0.560410864,0.00970203019,0.182841821,0.000220712267
0.000934035805,0.581063369,0.560119191,0.338717769,0.560431422,0.00970257787,0.182850701,0.000220720085
0.000934071645,0.581104532,0.560159745,0.338751179,0.56047254,0.00970367331,0.182868463,0.000220735721
0.000934143325,0.581186862,0.560240856,0.338818002,0.560554778,0.00970586442,0.182903989,0.000220766995
0.000934286685,0.581351537,0.560403095,0.338951666,0.560719269,0.00971024761,0.182975056,0.000220829548
0.000934573405,0.581680946,0.56072763,0.33921906,0.561048309,0.00971901789,0.183117239,0.000220954676
0.000934998,0.5821689,0.561208369,0.339615199,0.561535718,0.00973201507,0.183327919,0.000221140028
0.00093499805,0.582168958,0.561208426,0.339615245,0.561535776,0.0097320166,0.183327944,0.00022114005
0.00093499815,0.582169073,0.561208539,0.339615338,0.56153589,0.00973201966,0.183327994,0.000221140093
0.000934998325,0.582169274,0.561208737,0.339615502,0.561536091,0.00973202502,0.18332808,0.00022114017
0.0009349985,0.582169475,0.561208935,0.339615665,0.561536292,0.00973203038,0.183328167,0.000221140246
0.000934998535,0.582169515,0.561208975,0.339615698,0.561536332,0.00973203145,0.183328185,0.000221140261
0.000934998605,0.582169596,0.561209054,0.339615763,0.561536413,0.00973203359,0.183328219,0.000221140292
0.000934998745,0.582169757,0.561209213,0.339615894,0.561536573,0.00973203788,0.183328289,0.000221140353
0.000934999025,0.582170079,0.56120953,0.339616155,0.561536895,0.00973204646,0.183328428,0.000221140475
0.0009349995,0.582170625,0.561210068,0.339616598,0.56153744,0.009732061,0.183328664,0.000221140683
0.00093499955,0.582170682,0.561210124,0.339616645,0.561537498,0.00973206254,0.183328688,0.000221140704
0.00093499965,0.582170797,0.561210237,0.339616738,0.561537613,0.0097320656,0.183328738,0.000221140748
0.000934999825,0.582170998,0.561210436,0.339616902,0.561537814,0.00973207096,0.183328825,0.000221140825
0.000935,0.582171199,0.561210634,0.339617065,0.561538014,0.00973207632,0.183328912,0.000221140901
0.000935000035,0.582171239,0.561210673,0.339617098,0.561538055,0.00973207739,0.183328929,0.000221140916
0.000935000105,0.58217132,0.561210753,0.339617163,0.561538135,0.00973207953,0.183328964,0.000221140947
0.000935000245,0.582171481,0.561210911,0.339617294,0.561538296,0.00973208382,0.183329033,0.000221141008
0.000935000525,0.582171803,0.561211228,0.339617555,0.561538617,0.00973209239,0.183329172,0.00022114113
0.000935001085,0.582172446,0.561211863,0.339618077,0.56153926,0.00973210954,0.18332945,0.000221141375
0.000935002205,0.582173734,0.561213131,0.339619123,0.561540546,0.00973214384,0.183330006,0.000221141864
0.000935004445,0.582176308,0.561215667,0.339621213,0.561543118,0.00973221244,0.183331118,0.000221142842
0.000935008925,0.582181458,0.561220741,0.339625394,0.561548262,0.00973234964,0.183333342,0.000221144798
0.000935017885,0.582191757,0.561230888,0.339633756,0.561558549,0.00973262404,0.183337789,0.00022114871
0.000935035805,0.582212355,0.561251181,0.339650479,0.561579124,0.00973317286,0.183346685,0.000221156534
0.000935071645,0.582253552,0.561291769,0.339683928,0.561620275,0.00973427055,0.183364476,0.000221172183
0.000935143325,0.58233595,0.56137295,0.339750828,0.561702581,0.00973646619,0.183400062,0.000221203483
0.000935286685,0.582500761,0.561535325,0.339884647,0.561867208,0.00974085843,0.183471247,0.000221266087
0.000935573405,0.582830441,0.561860134,0.340152349,0.562196519,0.00974964681,0.183613668,0.000221391318
0.000935998,0.583318797,0.562341278,0.340548945,0.562684329,0.00976267079,0.1838247,0.000221576822
0.00093599805,0.583318854,0.562341335,0.340548992,0.562684386,0.00976267233,0.183824725,0.000221576844
0.00093599815,0.583318969,0.562341448,0.340549085,0.562684501,0.0097626754,0.183824775,0.000221576888
0.000935998325,0.58331917,0.562341646,0.340549249,0.562684702,0.00976268077,0.183824862,0.000221576964
0.0009359985,0.583319372,0.562341845,0.340549412,0.562684903,0.00976268614,0.183824949,0.000221577041
0.000935998535,0.583319412,0.562341884,0.340549445,0.562684944,0.00976268721,0.183824966,0.000221577056
